id,feature,role,sub_feature,severity,dimension,premium_blocker,current_layer,target_gap,file,evidence,recommendation,verdict,verdict_conf,orig_severity,calibrated,cal_verdict,cal_real
P212,Rounds list + Round Review + Recover,player,Round Detail — legacy fork still references missing data path,low,data,False,3,Query selects exactly what the UI renders (B1 — no read of a field nothing displays).,src/app/golf/(dashboard)/dashboard/rounds/[id]/page.tsx:191-237,"FairwayRoundDetail receives golf_holes via select('hole_number, par, score, putts, fairway_hit, gir, penalty_strokes, yardage'); the component documents yardage is NULL and omits the column. This is honest, but penalty_strokes is selected and never rendered anywhere in FairwayRoundDetail — selected-but-unused field (minor query bloat / drift risk).",Either render penalty_strokes (e.g. a scorecard penalties row) or drop it from the projection to keep the select aligned with what the UI shows.,,,low,no,,
P213,Rounds list + Round Review + Recover,player,FairwayRoundCard orphaned,low,wiring,False,3,"No orphaned/dead UI; docs match reality (B1, WIRING).",src/components/fairway/pages/rounds/index.ts:20; src/components/fairway/pages/rounds/FairwayRoundsLibrary.tsx:523,FairwayRoundsLibrary renders FairwayRoundRow exclusively (line 523). FairwayRoundCard's JSX is never mounted — only its pure helpers (scoreToParTone/formatToPar/getRoundTypeLabel) are imported by the Row. It is still exported from the barrel and the library's doc comment falsely claims a 'FairwayRoundCard grid' (line 35).,"Move the shared helpers to a small module (e.g. round-format.ts), delete the unused card or wire a card/list view toggle, and fix the stale doc comment.",,,low,no,,
P214,Rounds list + Round Review + Recover,player,Recover — loading skeleton mismatch,low,states,False,2,Route skeleton must match the real Fairway content (B3).,src/app/golf/(dashboard)/dashboard/rounds/recover/loading.tsx:1-5; src/components/fairway/pages/rounds-recover/FairwayRecoverRound.tsx:420-433,"recover/loading.tsx renders the legacy FormPageSkeleton (bg-white/warm form fields), but the live Fairway recover screen has its own bg-canvas 'Scanning offline storage…' pulse-dots state and a card-list layout. The route-level skeleton briefly shows a legacy form shape that the page never becomes.","Add a Fairway-scoped recover loading skeleton (or rely on the component's own loading state by deferring SSR), so the route skeleton matches the card-list it resolves to.",,,low,no,,
P215,Rounds list + Round Review + Recover,player,Round Detail — 'awaiting' readouts use tertiary text,low,a11y,False,3,Text contrast >=4.5:1 on all empty/awaiting labels (DoD A11Y).,"src/components/fairway/pages/rounds/FairwayRoundDetail.tsx:331, 369-378, 412-419","Awaiting/empty Readouts render awaitingLabel ('—', 'No data', 'No score logged') in text-text-tertiary. On the matte raised panels these low-emphasis tertiary labels risk falling below 4.5:1 contrast for the small caption sizes used.",Verify text-text-tertiary on bg-surface/raised panels meets WCAG 2.2 AA 4.5:1 for body/caption sizes; bump to text-text-secondary for the awaiting labels if it fails.,,,low,no,,
P216,Rounds list + Round Review + Recover,player,Round Review — generation feedback copy leaks brand jargon,low,microcopy,False,2,"Consistent, on-brand status microcopy (C6, Nielsen #1/#4).","src/app/golf/(dashboard)/dashboard/rounds/[id]/review/page.tsx:534-539, 577-585","The loading state shows a 'CoachHelm AI' gradient pill and 'Running CoachHelm analysis...'. Mixed with the generic 'Loading review...' / 'Analyzing your round...' the status copy is inconsistent and the gradient pill is a non-brand purple-blue, not the helm accent.",Standardize on one analysis-in-progress message and replace the purple-blue pill with a Fairway accent StatusPill as part of the review redesign.,,,low,no,,
P217,Classes,player,All four modals + ConfirmDialog (the interactive core),high,ui-foundation,True,2,"Modals must be visually consistent with the Fairway page (tokens, radii, type, focus ring) — a premium app never drops from a polished page into off-brand legacy dialogs.",src/app/golf/(dashboard)/dashboard/classes/page.tsx:447-512,"Inside the isRedesignEnabled() fork the page mounts <AddClassModal/>, <UploadScheduleModal/>, <ConfirmClassesModal/>, <ConfirmDialog/>, <ClassDetailModal/> — all of which are legacy components using warm-*, bg-white, raw #hex (e.g. '#3B82F6'), amber-200/amber-50/amber-600/700/800, red-500/600/50, text-warm-900, border-warm-100, bg-warm-50, IconX/IconCheck legacy icons, and the legacy ui/Drawer + ui/Button. None are Fairway primitives. They render within <div className={fairwayScope('min-h-full b","Re-skin the five overlays onto Fairway primitives (Fairway Drawer/Sheet, Button, Input, Chip, tokens text-text-primary/border-border-subtle/bg-surface/accent-*) OR fork them behind isRedesignEnabled() like the page. Every surface the user actually touches (add/edit/import/confirm/detail/delete) must match the masthead's warm-premium register; today the redesign is skin-deep — it only covers the read view, not the write flows.",confirmed,high,critical,yes,mis-severed,True
P218,Classes,player,Add / Edit / Delete / Import / Delete-all success feedback,medium,nielsen,True,2,Every mutation must give immediate visible positive feedback (toast/optimistic) — silent success reads as 'did it work?'.,src/app/golf/(dashboard)/dashboard/classes/page.tsx:144-147,"handleAddClass ends with `await fetchClasses(); setShowAddModal(false);` — no success toast. Same for handleUpdateClass (186-190), handleDeleteClass (211-214), handleConfirmClasses (293-296), confirmDeleteAllClasses (364-365). grep shows 8 showToast calls, ALL with 'error' severity; `grep -ci success` = 0. The only success signal is the modal closing + a re-fetch reorder.","Add showToast('Class added','success') / 'Class updated' / 'Class deleted' / `${n} classes imported` / 'All classes deleted' after each successful mutation. Per the live calendar sync, also surface a quiet confirmation that calendar events were synced. Visibility of system status (Nielsen #1) requires positive confirmation, not just absence of error.",confirmed,high,high,yes,mis-severed,True
P219,Classes,player,Semester selector,medium,data,True,1,Term options must include the current/upcoming semester and stay correct over time; a stale list is a data-correctness defect feeding the calendar sync.,src/components/golf/classes/AddClassModal.tsx:468-471,"Hard-coded <option> list: 'Spring 2025' / 'Summer 2025' / 'Fall 2025' / 'Spring 2026'. Today is 2026-06-20; there is NO Summer 2026 / Fall 2026 / Spring 2027 option. detectSemester('') returns the CURRENT term (e.g. 'Summer 2026'), which is set as formData.semester but is NOT in the list, so the select renders with no matching value (blank/first option). The chosen semester drives parseSemesterDates() → calendar event date range, so a wrong/stale term silently misplaces every synced class event.","Generate the option list dynamically from the current date (e.g. previous, current, and next 2-3 terms) so the current term is always selectable and pre-selected. Never ship a hard-coded year list that goes stale.",confirmed,high,high,yes,mis-severed,True
P220,Classes,player,Route loading skeleton,low,states,True,2,Loading state must be a skeleton that matches the real (Fairway) layout — not a legacy-styled placeholder that shifts on hydrate.,src/app/golf/(dashboard)/dashboard/classes/loading.tsx:1-5,"loading.tsx renders <ClassesPageSkeleton/> which (skeleton.tsx:1791) is legacy: `max-w-5xl`, `surface-matte rounded-3xl`, `bg-warm-200/60`, `cream-100/75`, a 2-col md grid of large cards. The Fairway page is `max-w-[1100px]`, a 4-col readout row + 5-col weekly grid + list. The route skeleton does not resemble the redesigned layout, so the first server paint shows one layout, then the client Fairway skeleton (FairwayGolfClasses.tsx:184-188 — two plain bars), then the real content — a visible skel",Make loading.tsx render a Fairway-scoped skeleton that matches the redesigned masthead + 4 readouts + weekly grid (or reuse the in-component Skeleton layout). The skeleton must mirror the actual content geometry to avoid CLS and the off-brand flash.,confirmed,high,high,yes,mis-severed,True
P221,Classes,player,Role gating (coach hitting /classes),medium,wiring,False,2,"Player-only features must explicitly handle the wrong-role case, not degrade into a dead empty state.",src/app/golf/(dashboard)/dashboard/classes/page.tsx:44-53,"The page reads golfUser.playerId/teamId from context but never checks golfUser.role. Classes is a player-only feature (CLAUDE.md). A coach (role==='coach', playerId undefined) lands on the page; fetchClasses no-ops (no playerId), loading flips false, and they see the empty 'No classes added' state with Add/Import CTAs that silently no-op (handleAddClass returns early when !playerId). No 'this is a player feature' message.","Add an explicit role guard: if role !== 'player', render a clear 'Classes are a player feature' state (or redirect). Don't show player CTAs to a coach that silently do nothing.",,,medium,no,,
P222,Classes,player,Weekly schedule — phantom midnight classes,medium,data,False,2,"No data lies — a class with no time must read 'no time set', never a fabricated 12:00 AM, and must not create midnight calendar events.",src/app/golf/(dashboard)/dashboard/classes/page.tsx:118-119,"On add, `start_time: formData.start_time || '00:00', end_time: formData.end_time || '00:00'`. Time fields are NOT required in AddClassModal (only course_code+course_name are). A class saved with no time stores 00:00–00:00, then renders in the weekly grid with start_time truthy → displays '12:00 AM' (formatTimeDisplay('00:00')) as if it meets at midnight. The all-classes list guards on `cls.start_time && cls.end_time` but the calendar sync writes real midnight events.","Either require a start/end time, or store NULL when blank (insert null, not '00:00') and treat null as 'no time set' everywhere (the detail modal already says 'No time set'). Avoid fabricating a 12:00 AM meeting time and a midnight calendar event.",,,medium,no,,
P223,Classes,player,AddClassModal conflict warning panel — focus management & contrast,medium,a11y,False,2,Conflict alert must be announced + focus-managed and meet AA contrast; today it's silent to AT and the CTA fails contrast.,src/components/golf/classes/AddClassModal.tsx:510-572,"When a conflict is detected, a warning panel is injected between the form and footer with no role='alert'/aria-live, so screen readers get no announcement; focus stays on the (now offscreen) Submit button. The 'Add Anyway' button uses bg-amber-600 hover:bg-amber-700 with white text — amber-600 (#D97706) on white text is ~2.8:1, failing WCAG AA 4.5:1 for the button label. The whole panel is amber-700/amber-800 text on amber-50/amber-100 tints (borderline).",Add role='alert' (or aria-live='assertive') to the warning container and move focus to it when shown. Replace amber-600+white with a token-backed warning style that meets 4.5:1 (e.g. darker amber-700/800 fill or dark text). Mirror the Fairway danger/warning button tokens.,,,medium,no,,
P224,Classes,player,UploadScheduleModal — drag/drop & file picker keyboard a11y,medium,a11y,False,2,Every control (incl. the upload dropzone) must be fully keyboard operable with visible focus.,src/components/golf/classes/UploadScheduleModal.tsx:277-298,"The dropzone is a <div onClick> with `// eslint-disable-next-line jsx-a11y/no-static-element-interactions,jsx-a11y/click-events-have-key-events` — it is not keyboard operable (no role='button', tabIndex, or Enter/Space handler) and the only way to open the file picker is a mouse click on the div. Keyboard-only users cannot trigger upload. There's also no visible focus indicator on the zone.","Make the dropzone a real <button> (or add role='button' tabIndex={0} + onKeyDown for Enter/Space) and give it a visible focus ring, OR expose a labeled 'Browse files' button that focuses/clicks the hidden input. Full keyboard operability is a hard WCAG 2.2 requirement.",,,medium,no,,
P225,Classes,player,UploadScheduleModal — PDF.js from third-party CDN,medium,wiring,False,2,"Import must work reliably offline/CSP-restricted or fail with a clear, distinct message; runtime CDN injection without SRI is fragile.",src/components/golf/classes/UploadScheduleModal.tsx:28-56,"PDF parsing dynamically injects <script src='https://cdnjs.cloudflare.com/ajax/libs/pdf.js/3.11.174/pdf.min.js'> at runtime. If the CDN is blocked (CSP, offline, corporate network, ad-block) the only feedback is the generic catch 'Failed to extract text from PDF. Try using TXT or paste text instead.' There is no integrity hash (SRI) and no graceful 'PDF import unavailable' messaging distinguishing a load failure from a parse failure.",Bundle pdf.js as a dependency (or self-host with an SRI hash) instead of an unpinned third-party script tag; at minimum add SRI + a distinct error when the library fails to load vs. fails to parse. A premium import flow shouldn't silently depend on a reachable public CDN.,,,medium,no,,
P226,Classes,player,ConfirmClassesModal — inline 'delete' has no undo,low,nielsen,False,2,Offer undo/restore for destructive list edits during review.,src/components/golf/classes/ConfirmClassesModal.tsx:70-72,"handleDelete(index) does `setClasses(prev => prev.filter((_, i) => i !== index))` — removing a parsed class from the review list is immediate and irreversible within the modal (no undo, no confirm). For a list the user is reviewing after a parse, an accidental trash-click loses that parsed row and they must re-import.","Add a brief inline undo (e.g. a 'Removed — Undo' toast/row) or a soft strikethrough with restore, consistent with the user-control-&-freedom heuristic. Minor since the source can be re-imported, but premium review UIs offer undo.",,,low,no,,
P227,Classes,player,Weekly schedule mobile — lost scroll-snap + empty-day clutter,low,mobile,False,2,Mobile parity with the legacy snap behavior + denser handling of empty days.,src/components/fairway/pages/player-game/FairwayGolfClasses.tsx:259-319,"The Fairway weekly grid uses `min-w-[70vw] ... overflow-x-auto` but DROPPED the legacy version's `snap-x snap-mandatory snap-center` (page.tsx:713-715 has it), so horizontal day-paging on mobile no longer snaps cleanly. Also every weekday with no classes still renders a full `min-h-[160px]` dashed 'No classes' column, so a student with only MWF classes scrolls past two large empty Tue/Thu columns on mobile.","Restore snap-x snap-mandatory + snap-center on the mobile scroll container for clean day paging, and consider collapsing/condensing empty day columns on mobile (or only showing days that have classes) to reduce dead scroll.",,,low,no,,
P228,Classes,player,Readouts row — no deltas/trends (KPI completeness),low,completeness,False,3,Either add real context to the KPI tiles or use a stat presentation that doesn't imply a missing trend.,src/components/fairway/pages/player-game/FairwayGolfClasses.tsx:215-252,"The four InstrumentPanel/Readout tiles (Classes / Credits / Days per week / Buildings) render value+label only, with no delta or trend, while the criteria C3 KPI pattern calls for 'label + value + delta + trend'. For classes this is defensible (a semester schedule isn't a trending metric), but the tiles are presented in the cockpit Readout instrument idiom which implies a reading-over-time.","Acceptable to omit deltas here (literal tallies, not trends), but consider a lighter presentation (simple stat chips) rather than the full instrument Readout, or add a contextual line (e.g. 'on track for 15+ credits'). Low priority — flagged for completeness against the rubric.",,,low,no,,
P229,Classes,player,Empty weekly-day columns — microcopy,low,microcopy,False,3,"Empty-day copy should be helpful/on-brand, not a repeated terse stamp.",src/components/fairway/pages/player-game/FairwayGolfClasses.tsx:308-314,"Empty day columns render a bare 'No classes' in tertiary text inside a dashed box for every classless weekday, repeated up to 5x. It's terse and repetitive rather than the helpful, on-brand voice the rubric asks for.","Soften to something like 'Free' or 'No classes — open day' once, or visually de-emphasize empty days, so the grid reads as a positive ('open day') rather than five identical 'No classes' stamps.",,,low,no,,
P230,Classes,player,Class color picker — non-token palette / no contrast guard,low,ui-foundation,False,2,Constrain class color to a curated palette to keep accents on-brand and legible.,src/lib/utils/schedule-parser.ts:909-928,"generateClassColor() cycles raw hex literals ('#3B82F6','#8B5CF6','#EC4899','#F97316',...) and AddClassModal exposes a free <input type='color'> (line 479-485) so a user can pick any color, including low-contrast or off-brand ones used as the card's borderLeftColor and the calendar event color. These are not Fairway tokens and there's no contrast/legibility guard for the chosen accent.","These are user-data colors (acceptable to persist hex), but constrain the picker to a curated, token-aligned swatch palette (the CLASS_COLORS set) rather than a raw color input, so class accents stay on-brand and legible against the surface.",,,low,no,,
P231,Classes,player,Edit flow — semester not persisted (silent calendar-sync footgun),low,data,False,2,"Persist the class's semester so edit re-sync targets the right calendar dates, not always 'now'.",src/app/golf/(dashboard)/dashboard/classes/page.tsx:330-336,"golf_player_classes has no semester column, so on edit the code must re-derive it: `semester: detectSemester('')` with a comment noting that an empty string makes parseSemesterDates() return null and the calendar sync 'silently fails'. The re-sync therefore always assumes the CURRENT term regardless of the class's original semester — editing a class created for a different term silently re-dates its calendar events to the current term.","Persist semester (or at least semesterStartDate) on golf_player_classes so edits re-sync to the correct term, instead of always defaulting to the current term on edit. Today this is a latent data-correctness issue masked by most classes being current-term.",,,low,no,,
P232,Calendar & Events,both,Coach Week/Month view (legacy PremiumCalendarClient embedded under Fairway shell),high,nielsen,True,2,"One date navigator, one view switcher, one member rail, one create affordance per screen; coach Week/Month must use Fairway tokens and a single source of view state.",src/components/fairway/pages/calendar/FairwayCalendar.tsx:843-862,"Coach Week/Month renders <GolfCalendarWrapper initialView={view} .../> which mounts PremiumCalendarClient. That component renders its OWN CalendarHeader with onViewChange={setView} (PremiumCalendarClient.tsx:1029-1031), its own prev/next nav, its own CalendarAvatarSidebar (line 925), AND a QuickAddEventFAB (line 1318) — all unconditional. Meanwhile the Fairway shell already renders FairwayCalendarHero (prev/today/next nav + 'New event'), the Segmented Day/Week/Month/Agenda toggle, and the member","Either build a native FairwayWeekGrid/FairwayMonthGrid for coaches (the player branch already proves this works) and retire the legacy grid on this route, OR add props to PremiumCalendarClient to suppress its CalendarHeader, AvatarSidebar and FAB so the Fairway shell owns all chrome. The two toggles must never coexist. Lift the legacy create flow out so the Fairway hero 'New event' is the single primary action.",confirmed,high,critical,yes,mis-severed,True
P233,Calendar & Events,both,Coach Week/Month grid — design-token discipline,medium,ui-foundation,True,2,"Coach grid renders entirely in Fairway tokens, visually continuous with the hero.",src/components/golf/calendar/PremiumCalendarClient.tsx (mounted via FairwayCalendar.tsx:853),"The embedded legacy grid uses non-Fairway palette (grep shows bg-cream-100, bg-primary-500, plus glass) directly inside the bg-canvas Fairway scope. The redesign rule is helm/accent tokens only; the legacy cream/primary/glass surfaces clash with the warm matte Fairway hero sitting directly above them.","Re-skin the coach Week/Month grid to Fairway tokens (bg-surface/bg-inset, accent-*, border-border-subtle, shadow-flat) or replace with a native Fairway grid. No legacy cream/primary/glass surfaces in the flag-on path.",confirmed,high,high,yes,mis-severed,True
P234,Calendar & Events,both,Attendance roll-call panel (coach) — token discipline in live drawer,high,ui-foundation,True,2,"The attendance panel in the drawer uses Fairway tokens (accent/fw-danger/fw-warning/text-text-*, no glass-standard, no cream/primary/rose/amber/warm).","src/components/golf/calendar/AttendancePanel.tsx:53-71,279,231,356","AttendancePanel is rendered inside the LIVE Fairway drawer (FairwayEventDetailDrawer.tsx:278 <AttendancePanel .../>), but is built entirely on legacy tokens: 'glass-standard' (line 279), bg-cream-100/75, bg-cream-50, bg-primary-50/600, text-primary-700/800, bg-rose-50/600 + text-rose-700, bg-amber-50/500 + text-amber-700, text-warm-400/500/600/900, ring-warm-200. Grep count: glass-standard x1, bg-cream x4, bg-primary x6, text-primary x7, rose x5, amber x4, warm x21. None are Fairway tokens (acce","Either re-skin AttendancePanel to Fairway tokens, or build a FairwayAttendancePanel re-skin (mirroring how FairwayEventCard re-skinned EventChip) and mount that in the drawer. The coach's primary in-drawer workflow must not look like a different app.",confirmed,high,high,yes,confirmed,True
P235,Calendar & Events,both,Loading state (route loading.tsx + dynamic import fallback),medium,states,True,2,Skeleton mirrors the agenda-default Fairway layout in Fairway tokens; no CLS or palette flip on load.,"src/app/golf/(dashboard)/dashboard/calendar/loading.tsx:5-7 + src/app/golf/(dashboard)/dashboard/calendar/page.tsx:23,28 + src/components/ui/skeleton.tsx:1162","Both the route Loading() and the next/dynamic fallbacks render <CalendarSkeleton/>, which draws a 7-day week TIME-GRID with a 7am-6pm hour rail in legacy palette ('bg-cream-100/60 backdrop-blur-sm', 'border-warm-200/60', 'bg-warm-200/60'). The live Fairway page defaults to AGENDA view (FairwayCalendar.tsx:161) and renders a hero plinth + day-strip + agenda list — never a week time-grid. So the skeleton shape and palette do not match the content that loads, producing a jarring layout shift and a ",Add a Fairway-token skeleton matching the real first paint: a hero-plinth skeleton (Surface + day-strip pills) + a few agenda-card skeletons. Gate by the redesign flag so the legacy skeleton stays only on the legacy fork.,confirmed,high,high,yes,mis-severed,True
P236,Calendar & Events,both,Segmented view toggle (Day/Week/Month/Agenda) — touch target,high,mobile,False,2,Primary view toggle >=44px touch target on mobile.,src/components/fairway/controls/segmented.tsx:55 (sizeItem md='min-h-[36px]') used at FairwayCalendar.tsx:708-713,The only control to switch calendar views uses Segmented at default size md = min-h-[36px] (and sm=30px). WCAG 2.2 AA (2.5.8) and the rubric require >=44px touch targets. On mobile this is the single most-used calendar control and it is 36px tall.,"Bump the Segmented md size to min-h-[44px] (or render the calendar's view toggle at a 44px size), keeping the segment hit area >=44px tall on touch.",,,high,no,,
P237,Calendar & Events,both,Coach availability overlay — timezone correctness,low,data,True,2,Availability busy periods are bucketed by the viewer's local day; no off-by-one-day shift.,src/components/fairway/pages/calendar/FairwayCalendar.tsx:239,"const r = await getPlayerAvailability(id, s, e); — the third positional timezoneOffset arg is omitted. getPlayerAvailability (golf.ts:3446-3454) documents: 'omitted -> UTC day'. So the coach availability overlay (their flagship 'find common free time' feature) anchors each player's busy window to the UTC day, not the coach's local day. In western timezones an evening event can land on the wrong day in the overlay.","Pass new Date().getTimezoneOffset() as the 4th arg: getPlayerAvailability(id, s, e, new Date().getTimezoneOffset()), consistent with how other callers anchor to the viewer's local day.",partial,high,high,yes,mis-severed,True
P238,Calendar & Events,both,Create / Edit / Delete / RSVP — success feedback (visibility of system status),medium,nielsen,False,2,"Every successful mutation gives an explicit, consistent visible confirmation.",src/components/fairway/pages/calendar/FairwayCalendar.tsx:396-414 (save) + FairwayEventDetailDrawer.tsx:175-176 (RSVP soft-close),"grep 'toast.' across src/components/fairway/pages/calendar returns nothing. After a successful create/edit, the editor closes and router.refresh() runs with no confirmation. After RSVP, the drawer just soft-closes 240ms later (setTimeout(() => onOpenChange(false), 240)). No 'Event created' / 'Response saved' toast. The legacy AttendancePanel DOES use toasts, making the absence inconsistent.","Fire a Sonner toast on success ('Practice created', 'You're going', 'Event cancelled', 'Series updated') from handleSaveEvent/handleDeleteEvent/handleRestoreEvent and the player RSVP path. The app already wires Sonner globally.",,,medium,no,,
P239,Calendar & Events,both,Event editor — date/time inputs on narrow mobile,medium,mobile,False,2,Editor date/time fields stack to one column under ~360px with no clipping.,"src/components/fairway/pages/calendar/FairwayEventEditor.tsx:629,659,746,964","The date well, time well, RSVP deadline/max, and recurrence end/count rows all use 'grid grid-cols-2 gap-3' with no sm: breakpoint. On a 320px-wide screen a native type='date'/type='time' control plus a 12px label in a half-width column is cramped (native pickers have a hard minimum width and the date text can clip). There is no single-column fallback.","Use 'grid grid-cols-1 sm:grid-cols-2 gap-3' for these paired rows so they stack on the narrowest screens, matching the attendee grid which already does grid-cols-2 sm:grid-cols-3.",,,medium,no,,
P240,Calendar & Events,both,Coach 'New event' on Week/Month vs the legacy grid create flow,medium,wiring,False,2,Exactly one create UI on every calendar view.,"src/components/fairway/pages/calendar/FairwayCalendar.tsx:663-672,890-904","The hero 'New event' opens the native FairwayEventEditor (openCreate). The embedded legacy grid simultaneously exposes its own QuickAddEventFAB and grid '+'/N-key create, which open the legacy EventDetailModal. So a coach on Week/Month has two DIFFERENT create UIs reachable at once (native Fairway editor vs legacy modal), with different look and different field sets. Confusing and non-premium.","Suppress the legacy create entry points (FAB, grid '+', N-key) when mounted inside the Fairway shell so the Fairway editor is the single create surface, or remove the legacy grid entirely (see top finding).",,,medium,no,,
P241,Calendar & Events,both,Recurrence pattern selectors (native <select>),low,ui-foundation,False,2,"Selects styled consistently with Fairway inputs (custom chevron, tokenized).","src/components/fairway/pages/calendar/FairwayEventEditor.tsx:914-928,967-978","Recurrence frequency and 'Series ends' use bare native <select className={fieldCls}>. fieldCls has no appearance-none/custom chevron, so the dropdown renders with the OS default chevron and OS option styling — visually inconsistent with the rest of the Fairway forms (which elsewhere use Base UI controls). Not broken, but reads less premium than the surrounding tokenized inputs.","Wrap in the Fairway Select primitive, or add appearance-none + a lucide ChevronDown overlay so the control matches Fairway styling.",,,low,no,,
P242,Calendar & Events,both,Add-to-phone (ICS feeds) — empty state,low,states,False,2,"Subscribe sheet has a designed empty state, not just a child component default.",src/components/fairway/pages/calendar/FairwayCalendar.tsx:1047-1056,"When feeds load successfully but the list is empty (no feed created yet), the Sheet shows the CalendarFeedManager with the create affordance but no explicit Fairway empty-state framing/illustration; the intro paragraph (line 1035) is the only guidance. The error path (feedsError) and loading path (Skeleton) are designed, but the genuinely-empty state leans on a generic child.","Confirm CalendarFeedManager renders a helpful empty state with showNameInput=false; if not, add a one-line Fairway empty hint above the create button ('You don't have a feed yet — create one to sync to your phone').",,,low,no,,
P243,Calendar & Events,both,Drawer location link — full-width tap target / label,low,a11y,False,2,External map link announces destination + new-tab behavior to AT.,src/components/fairway/pages/calendar/FairwayEventDetailDrawer.tsx:219-238,The location row is an <a> that opens Google Maps in a new tab with no aria-label indicating it opens externally / in a new tab (only a decorative ExternalLink icon aria-hidden). Screen-reader users hear the address text but not that activating it leaves the app.,Add aria-label={`Open ${event.location} in Google Maps (opens in a new tab)`} on the anchor.,,,low,no,,
P244,Calendar & Events,both,Keyboard navigation parity on coach Week/Month,low,nielsen,False,2,One keyboard owner for calendar navigation; no two-state desync.,src/components/fairway/pages/calendar/FairwayCalendar.tsx:538-561,The Fairway shell binds global ArrowLeft/ArrowRight/T to navigate(). On coach Week/Month the legacy PremiumCalendarClient ALSO binds its own keyboard handlers (onViewDay/Week/Month at lines 555-557 and its own nav). Two independent keyboard owners on the same screen can both react to the same key and desync the two date states.,"Once the duplicate-chrome finding is resolved (single grid owner), ensure only one keyboard handler owns calendar navigation; suppress the Fairway-shell key handler while the legacy grid is mounted (currently only suppressed while the drawer is open).",,,low,no,,
P245,Roster,both,Coach roster card · Avg Score stat,medium,data,True,2,"Honest, un-truncated Avg Score (paginated or DB-aggregated) — a data-correctness hard gate (B4).",src/app/golf/(dashboard)/dashboard/roster/page.tsx:290-294,"const { data: allRounds } = await supabase.from('golf_rounds').select('player_id, total_score, holes_played').in('player_id', playerIds).not('total_score', 'is', null);  — no .limit(), no .range()/fetchAllRows pagination. avg_score per card is derived from this set.",Paginate this query past the PostgREST 1000-row hard cap (use the project's fetchAllRowsResult / .order('id').range(...) helper) OR aggregate per-player server-side via an RPC/SQL SUM/COUNT so the Avg Score reflects ALL rounds. Until then the headline number on every card silently lies for high-volume teams.,confirmed,high,critical,yes,mis-severed,True
P246,Roster,both,Roster loading state (skeleton parity),medium,states,True,2,"A skeleton that matches the live Fairway content (no layout swap / CLS on hydrate) — Layer-3 'three states designed, not default' (B3).",src/app/golf/(dashboard)/dashboard/roster/loading.tsx:1-5,"return <RosterPageSkeleton />;  — RosterPageSkeleton (src/components/ui/skeleton.tsx:1520) renders a max-w-7xl, single-column list of 8 HORIZONTAL rows with a 12px avatar, THREE fake stat columns and a 'border-white' status ring. The live page (FairwayCoachRoster) renders a max-w-[1200px] 2-COLUMN grid of tall matte cards each with ONE Avg Score stat. The skeleton predicts neither layout.","Add a Fairway-shaped skeleton that mirrors the 2-col card grid (68-76px avatar, name+year row, status+intent chips, single Avg Score plinth, full-width CTA) for the coach view, and a teammate-card skeleton for the player view. Branch in loading.tsx (or move skeletons into the components) so the skeleton matches whichever role renders.",confirmed,high,high,yes,mis-severed,True
P247,Roster,both,CSV Export (coach toolbar),high,data,False,2,"RFC-4180-correct escaping + injection guard so Export produces a faithful, safe file — Layer-3 data honesty.",src/components/golf/roster/RosterToolbar.tsx (exportRosterCSV),"const csv = [headers, ...rows].map(row => row.map(cell => `""${cell}""`).join(',')).join('\n');  — cells are wrapped in quotes but embedded double-quotes are NOT doubled (a hometown/name containing "" breaks the column), and there is no neutralization of cells starting with =,+,-,@ (CSV/formula injection when opened in Excel/Sheets).","Escape inner quotes by doubling (cell.replace(/""/g,'""""')) and prefix any cell beginning with =,+,-,@ (or tab/CR) with a leading apostrophe/space to defuse formula injection. This is shared by the Fairway Export button (FairwayCoachRoster.tsx:103 imports it verbatim).",,,high,no,,
P248,Roster,both,Player status badge · popover menu semantics,medium,a11y,False,2,"ARIA pattern that matches actual keyboard behavior (arrow-key operable menu, or honest non-menu role) — WCAG 2.2 / Nielsen #4 consistency.","src/components/fairway/pages/roster/FairwayPlayerStatusBadge.tsx:176,223,229","aria-haspopup=""menu"" on the trigger and <div role=""menu""> + PopoverPanel.Item role=""menuitemradio"" aria-checked — but PopoverPanel (src/components/fairway/overlays/PopoverPanel.tsx:23) is built on @radix-ui/react-popover, which has NO arrow-key roving menu navigation. The component header even states it 'does NOT lock scroll or trap focus'.","Either rebuild this on Radix DropdownMenu (which provides menu role + arrow-key roving + typeahead for free), or drop the role=""menu""/menuitemradio/aria-haspopup=""menu"" ARIA and present it as a labeled listbox/radiogroup the Popover actually supports. The kebab menu (FairwayPlayerActionsMenu) is fine because it does NOT claim role=menu.",,,medium,no,,
P249,Roster,both,Coach roster sort toolbar (mobile),medium,mobile,False,2,Guaranteed no-horizontal-scroll sort control at 360px — Layer-3 mobile parity (E.RESPONSIVE).,src/components/fairway/pages/roster/FairwayCoachRoster.tsx:92-98,"<Segmented size=""sm"" options=[Name, Avg score, Handicap, Rounds] /> with no fullWidth and no overflow-x. Segmented (controls/segmented.tsx:85) is a fixed inline-flex pill with no overflow-x-auto. Four labels in one pill can exceed a ~360px viewport; the parent toolbar wraps the whole pill but the pill itself cannot scroll if it overflows.","Add overflow-x-auto (with -mx gutter) to the Segmented wrapper on small screens, or collapse the sort to a compact Select/dropdown below ~480px. Verify on a 360px viewport that all four labels are reachable without horizontal page scroll.",,,medium,no,,
