id,severity,tab,unit,file,issue,cluster,wave,autonomy,legacy_disposition,verification,status,pr
F100,LOW,Auth,auth-flows,src/app/golf/actions/auth.ts:344-354,`signupAction` performs auth mutations (signUp + session) but does not `revalidatePath` (unlike `loginAction` which revalidates `/golf/dashboard`).,B18-auth-server-action-reset-flow,B,review-gated,fix,browser: forgot via rate-limited action+generic msg; full reset E2E (recovery session/exchangeCodeForSession); returnTo via isSafeInternalPath; signup revalidates; F039 needsLiveVerify; tc/lint/vitest,done,#331
F101,LOW,Calendar,calendar,"`MobileEventSheet.tsx:47-58,600-610` + `PremiumCalendarClient.tsx:1146-1151`","Mobile create builds a minimal `RRULE:FREQ=…;INTERVAL=1;COUNT=…` (no structured weekday/biweekly), unlike desktop which uses `serializeRecurrenceRule(data.recurrenceRule)`.",C14-calendar-dormant-features-pagination,C,autonomous,fix,F040 downgrade spec claim (no poll feature); F101 surface recurrence on mobile or doc limit; F102 doc/paginate 500-cap; tc/lint,done,#332
F102,LOW,Calendar,calendar,`page.tsx:103` and `use-calendar-range-events.ts:224`,`golf_events` range reads are `.limit(500)` with no pagination.,C14-calendar-dormant-features-pagination,C,autonomous,fix,F040 downgrade spec claim (no poll feature); F101 surface recurrence on mobile or doc limit; F102 doc/paginate 500-cap; tc/lint,done,#332
F103,LOW,Classes,classes,src/components/golf/classes/ClassDetailModal.tsx:91,"Detail modal renders `{classData.semester}` as a subtitle, but the page always passes `semester: ''` (not stored).",B14-classes-edit-error-resync (+A5),B,review-gated,fix,browser: edit opens prefilled; save failure toasts; calendar resync via detectSemester default (.success checked); semester subtitle hidden when empty; no destructive delete-then-insert; vitest+tc/lint,done,#331
F104,LOW,Coach Dashboard home,coach-home,"`src/app/golf/actions/dashboard-data.ts:464-466,690`","`stats.previousAverage` is computed (split-half of normalized scores) and returned, but neither `FairwayCoachDashboard` nor legacy `CoachDashboard` consumes it for a delta/""vs prior"" chip.",B17-coach-home-kpi-today-actionitems,B,autonomous,fix,browser: MetricCards show delta+sparkline; Today region+Action Items render from enhancedData; presentational only; component test+tc/lint,done,#329
F105,LOW,Coach Dashboard home,coach-home,`src/components/golf/roster/JoinRequestAlert.tsx:34-43`,The pending-join-request banner (the only badge-like element on home) is a one-shot `getTeamJoinRequests()` fetch on mount with no polling/realtime subscription and no revalidation hook.,C17-join-request-banner-realtime,C,autonomous,fix,browser: new request appears within poll/realtime/focus window; no anon grant; tc/lint,done,#331
F106,LOW,Alerts,coachhelm-alerts,"alerts.ts:643, 633-637","`acknowledgeAllAlerts` only `revalidatePath('/golf/dashboard')` (not `/alerts`, `/insights`, `/intelligence`); and it sets `acknowledged_at` only (no `status='acknowledged'`), unlike `acknowledgeAlert` (line 309-312). Legacy/orphaned in prod (flag-on path never calls it), so impact is latent.",C25-alerts-acknowledge-all-legacy-retire,C,autonomous,retire-dead-code,delete orphaned alerts.ts readers (acknowledgeAllAlerts/acknowledgeAlert/dismissAlert/getCoachAlerts/dismissAllAlerts); keep generateAlerts+CoachAlert type; live path (acknowledgeInsight) unaffected; grep zero callers; tc/lint,done,#331
F107,LOW,CoachHelm Analytics,coachhelm-analytics,"coachhelm-analytics.ts:729-734,974-980,663-668,497-512","The raw-table reads (`golf_predictions` in `getCoachHelmOverview` and the `calculate*FromPredictions/Insights` fallbacks, plus `golf_patterns_v2`/`golf_coach_insights` reads) are unpaginated `.in('player_id', playerIds)` queries with no `.range()`. PostgREST caps at 1000 rows. For a normal team in a 30-day window this is well under the cap, but a large/active team (or a wide custom range) could silently truncate, undercounting insights/predictions/patterns.",B25-analytics-raw-read-pagination,B,autonomous,fix,fetchAllRowsResult/.range(); vitest mocks >1000 rows aggregated; SERIALIZE after B24 (same file); tc/lint,done,#329
F108,LOW,Genome + Compare,coachhelm-genome,`src/components/fairway/pages/dashboard/player-dashboard-parts.tsx:224-275`,"The player dashboard ""Your genome"" teaser (`GenomeFingerprintTeaser`) plots strokes-gained across 4 scoring zones (`sg_off_tee/approach/around_green/putting`), but is titled ""Your genome"" and links to `/golf/dashboard/my-game-profile`, which renders the entirely different 8-dimension `golf_player_genome` model.",C7-genome-teaser-label-legacy-radar-gate,C,autonomous,mixed,F108 (live) relabel teaser 'Strokes-gained shape'; F109 (legacy) gate radar on >=3 non-null/rounds_basis>=8 (vitest); tc/lint,done,#330
F109,LOW,Genome + Compare,coachhelm-genome,`src/app/golf/(dashboard)/dashboard/my-game-profile/page.tsx:121` (legacy fork),"`loadGenome` returns a row whenever ANY `golf_player_genome` row exists, including `rounds_basis=0`/all-null vector (the orchestrator writes such rows). In the flag-OFF legacy fork, `derivePersona({})` is always truthy (`course_profile='Not enough rounds yet…'`), so `genome && persona` passes and the legacy `GenomeRadar` renders a degenerate all-collapsed polygon instead of the empty state.",C7-genome-teaser-label-legacy-radar-gate,C,autonomous,mixed,F108 (live) relabel teaser 'Strokes-gained shape'; F109 (legacy) gate radar on >=3 non-null/rounds_basis>=8 (vitest); tc/lint,done,#330
F110,LOW,CoachHelm Hub + Chat,coachhelm-hub,`src/app/golf/(dashboard)/dashboard/insights/page.tsx:28-44` vs `src/components/fairway/pages/coachhelm/FairwayBrief.tsx:172-175`,"FairwayBrief deep-links to `/golf/dashboard/insights?category=<token>`; the insights page `searchParams` interface declares `categoryChips` but NOT `category`. The value is still consumed at runtime because `FairwayCoachHelmSignals` reads `sp.category` (FairwayCoachHelmSignals.tsx:271-272, filters at 479-480) — so the LIVE (redesign-on) deep-link works. But the typed contract is wrong and the legacy `InsightsPageContent` (flag-off) would silently ignore `?category=`.",C3-insights-searchparams-type-contract,C,autonomous,fix,add category?:string to insights searchParams; FairwayBrief deep-link filters; tc/lint,done,#330
F111,LOW,Insights,coachhelm-insights,InsightsPageContent.tsx:643-646,"""Active"" StatCard `trend` value is `stats.byPriority.urgent + stats.byPriority.high` rendered with `direction:'up'`. This is a count of urgent+high insights, not a trend/delta, shown as an up-arrow trend chip.",B21-insights-stats-scope-error-trend,B,autonomous,fix,browser: StatCards match list count; read failure -> error banner (not empty state); Active card drops false up-arrow; tc/lint/vitest,done,#328
F112,LOW,Insights,coachhelm-insights,"insights.ts:1046,1181,1238,1294","`generateTeamInsights`, `acknowledgeInsight`, `dismissInsight`, `resolveInsight` only `revalidatePath('/golf/dashboard')`, not `/golf/dashboard/insights`. (Bulk actions in insight-management.ts:294 DO revalidate `/insights`.)",C2-insights-single-row-revalidate-parity,C,autonomous,fix,add /insights revalidatePath to generate+3 single-row actions; HOT insights.ts; tc/lint,done,#332
F113,LOW,Patterns,coachhelm-patterns,DB grant on `golf_patterns_v2`,"`anon` holds GRANT ALL (SELECT/INSERT/UPDATE/DELETE/TRUNCATE) on `golf_patterns_v2` (verified via `role_table_grants`). RLS is enabled and every policy is scoped to `{authenticated}` with no anon policy, so anon access is denied at the row level — this is a latent over-broad grant, not an active leak.",A6-revoke-anon-grants-reviews-patterns,A,review-gated,fix,REVOKE ALL FROM anon (mirror 20260528011000); role_table_grants anon->0 rows; anon key SELECT/INSERT denied; authenticated writes still work; do NOT re-grant anon; tc/lint/vitest,done,Wave A · A6 anon GRANT ALL revoked on golf_patterns_v2 + pgTAP
F114,LOW,Qualifying,coachhelm-qualifying,`src/app/golf/(dashboard)/dashboard/coachhelm/qualifying/[id]/error.tsx:20`,"The route error boundary's `homePath` is `/golf/dashboard/coachhelm`, which is the **player-only** CoachHelm dashboard (`dashboard/coachhelm/page.tsx:57-83` renders a ""Player Dashboard Only"" dead-end card for coaches).",B31-coach-surface-denial-error-destinations,B,autonomous,fix,browser: genome non-coach -> clean redirect /golf/dashboard (was bare 404); qualifying error home -> /golf/dashboard/qualifiers (was player dead-end); tc/lint,done,#328
F115,LOW,Coaching Settings,coaching-settings,"`ThresholdSlider` ""Bubble Zone"" (`page.tsx:322-329`) + `insights.ts:282`",`bubble_zone_range` persists and loads but is never used to compute/trigger bubble alerts.,B20-coaching-settings-engine-wiring,B,review-gated,fix,per-control browser red->green: alert toggle suppresses type; verbosity flows to NLG; weights/bubble-zone measurable OR hide-until-wired; RECOMMEND per-control sub-PRs+human scope sign-off; tc/lint/vitest,done,#332
F116,LOW,Coaching Settings,coaching-settings,`coaching-philosophy.ts` (whole file),"A complete, hardened server action `saveCoachingPhilosophy` (auth + ownership + column allowlist + `upsert onConflict` + revalidate) exists but is unused; the page persists via direct client-side `update` in the hook instead. Functionally fine (RLS enforces ownership and the hook revalidates), but it is duplicate dead code that can drift from the live write path.",C4-coaching-settings-dead-write-path,C,autonomous,fix,pick ONE source of truth (route hook via server action OR delete unused); onConflict needs authenticated UPDATE grant; tc/lint,done,#330
F117,LOW,Courses + What’s New,courses-whatsnew,"`src/app/golf/(dashboard)/dashboard/courses/` (has `loading.tsx`, no `error.tsx`)","The Courses route has a `loading.tsx` skeleton but no route-level `error.tsx`, unlike `whats-new/` which has one. If a server fetch throws, it bubbles to the nearest ancestor boundary instead of a course-specific error UI.",B33-course-library-discoverability-robustness,B,autonomous,fix,browser: Courses nav entry (coach+player)+palette; courses/error.tsx; getCourseTeeCounts paginated; pattern_type->human label; HOT FairwayDashboardShell; vitest+tc/lint,done,#332
F118,LOW,Courses + What’s New,courses-whatsnew,`src/app/golf/actions/course-library.ts:220-236` (`getCourseTeeCounts`),"Selects `golf_course_tees.course_id` filtered `.in('course_id', courseIds)` for up to 200 courses with no pagination. PostgREST hard-caps responses at 1000 rows. ~5+ tees across 200 courses can exceed 1000 → tee counts silently undercount on the busiest libraries.",B33-course-library-discoverability-robustness,B,autonomous,fix,browser: Courses nav entry (coach+player)+palette; courses/error.tsx; getCourseTeeCounts paginated; pattern_type->human label; HOT FairwayDashboardShell; vitest+tc/lint,done,#332
F119,LOW,Courses + What’s New,courses-whatsnew,`src/app/golf/actions/whats-new.ts:314`,"`pattern_validated` items set `title: row.pattern_type ?? 'Pattern validated'`, surfacing the raw enum/string `pattern_type` (e.g. `tee_strategy`) as the feed title verbatim.",B33-course-library-discoverability-robustness,B,autonomous,fix,browser: Courses nav entry (coach+player)+palette; courses/error.tsx; getCourseTeeCounts paginated; pattern_type->human label; HOT FairwayDashboardShell; vitest+tc/lint,done,#332
F120,LOW,Development Plans,development-plans,development.ts:301-311 vs DB doc:816,"`progress_notes` is treated as `{ entries: [...] }` (object), but the column default in the DB doc is `'[]'::jsonb` (array). First write to a default-`[]` row will overwrite the array with `{entries:[...]}`; reads (`Array.isArray(existingRaw?.entries)`) tolerate both, so no crash, but the default value shape and the written shape disagree.",A8-progress-notes-default (+C1 code),A,review-gated,fix,ALTER DEFAULT {entries:[]} (no row rewrite); information_schema column_default; insert+read -> {entries:[]}; bundle in A3 focus-areas window; tc/lint/vitest,done,Wave A · A8 progress_notes default {entries:[]}
F121,LOW,Development Plans,development-plans,"development.ts:144-145,191-192,232-233","All five mutators revalidate `/golf/dashboard/development` + `/golf/dashboard/my-development`, but `createFocusArea`/`updateFocusArea`/`deleteFocusArea` do NOT revalidate `/golf/dashboard/insights` or `/golf/dashboard/analytics/coachhelm`. The client compensates with `router.refresh()`, so the open tab updates; other cached coach tabs (e.g. CoachHelm Analytics outcome counts) may serve stale data until their own revalidate window.",C1-development-progress-notes-revalidate,C,autonomous,fix,F066 0-row update -> success:false (verifyPlayerAccess); F121 add /insights+/analytics/coachhelm revalidate; progress_notes stays {entries}; SERIALIZE w/ A3 companion (HOT development.ts); vitest+tc/lint,done,#330
F122,LOW,Documents + Travel,docs-travel,"src/app/golf/(dashboard)/dashboard/travel/travel-client.tsx:407,445","Legacy masthead upcoming/past split uses `new Date(i.departure_date) > now`. `new Date(""2026-03-15"")` parses as UTC midnight → reads as the prior calendar day in US timezones, so a trip departing ""today"" can be mis-counted as past. The trip cards correctly use `parseDateLocal` (travel-client.tsx:148-158); only the header counts skip it. Fairway branch is correct (FairwayTravel.tsx:256-258 uses local date parts).",C13-travel-legacy-date-offbyone,C,autonomous,fix,reuse parseDateLocal in legacy header; vitest today=upcoming under US tz; live Fairway already correct; tc/lint,done,#331
F123,LOW,Join team,join-team,src/app/golf/join/[code]/page.tsx:98 + golf-join-team-client.tsx:158,"`playerYear={player.graduation_year ? String(player.graduation_year) : 'freshman'}` passes a 4-digit grad year (e.g. ""2027""), but the client renders it as a class/position label: `{playerYear.replace('_', ' ')}` with `capitalize` and a default of `'freshman'`. There is no class/`year` column on `golf_players` (only `graduation_year`).",C16-join-code-cross-role-login-label,C,autonomous,fix,coach branch (no stray golf_players row); login preserves ?joinCode; 'Class of 2027' label not raw year; tc/lint/vitest,done,#331
F124,LOW,Messaging,messages,src/hooks/golf/use-golf-messages.ts:103,"`markGolfMessagesAsRead(conversationId)` is fired without `await` or `.catch()`. The action `throws` on DB error (`src/app/actions/messages.ts:334,347`).",B35-messaging-read-badge-notif-hygiene,B,autonomous,fix,markRead awaited/caught; badge clears on open (app-side; RPC is_deleted=A1/F071); notif fan-out batched; vitest+tc/lint,done,#329
F125,LOW,Messaging,messages,src/app/actions/messages.ts:386-446 (sendGolfMessage notifications),"Per-send, the notification fan-out does sender lookups + recipient lookup + 3 `Promise.allSettled` loops (email, push, in-app) sized to recipient count. For a large team-chat broadcast this is an O(participants) burst on every message.",B35-messaging-read-badge-notif-hygiene,B,autonomous,fix,markRead awaited/caught; badge clears on open (app-side; RPC is_deleted=A1/F071); notif fan-out batched; vitest+tc/lint,done,#329
F126,LOW,My Development,my-development,page.tsx:108-109,The active/completed partition only buckets active,C5-mydev-paused-bucket-legacy-error,C,autonomous,mixed,"F126 (live) include paused in buckets; F075 legacy error branch (vitest only, flag-off); tc/lint",done,#332
F127,LOW,My Qualifiers,my-qualifiers,`src/app/golf/(dashboard)/dashboard/my-qualifiers/page.tsx:64-76`,The `golf_rounds` query destructures only `{ data: roundsData }` and **ignores the error**. The canonical action checks `roundsResult.error` and returns failure (`golf.ts:4777-4779`).,C19-my-qualifiers-correctness,C,autonomous,mixed,F076 string-split date (live); F127 check rounds error; F128 Complete-badge math (N>=N+1 never true); F129 holesPerRound not hardcoded 18 (legacy); vitest+tc/lint,done,#331
F128,LOW,My Qualifiers,my-qualifiers,"`src/app/golf/(dashboard)/dashboard/my-qualifiers/my-qualifiers-client.tsx:21-23,107`","""Complete"" badge requires `roundsCompleted >= numRounds`, but for any non-completed qualifier `numRounds = roundsCompleted + 1` (`page.tsx:119-122`), so `N >= N+1` is never true and `canEnterRounds` (`N < N+1`) is always true.",C19-my-qualifiers-correctness,C,autonomous,mixed,F076 string-split date (live); F127 check rounds error; F128 Complete-badge math (N>=N+1 never true); F129 holesPerRound not hardcoded 18 (legacy); vitest+tc/lint,done,#331
F129,LOW,My Qualifiers,my-qualifiers,`src/app/golf/(dashboard)/dashboard/my-qualifiers/page.tsx:131`,"`holesPerRound` is hardcoded to `18`. `golf_qualifiers` has no holes-per-round column, so a 9-hole qualifier still shows ""18 holes/round"" in the legacy client (`my-qualifiers-client.tsx:143`).",C19-my-qualifiers-correctness,C,autonomous,mixed,F076 string-split date (live); F127 check rounds error; F128 Complete-badge math (N>=N+1 never true); F129 holesPerRound not hardcoded 18 (legacy); vitest+tc/lint,done,#331
F130,LOW,Onboarding,onboarding,"`player/page.tsx:282-290, 148-149`; `onboarding.ts:40`","Handicap input placeholder is `+2.4` (a plus/scratch handicap, conventionally negative) and the field accepts `+`, but submission uses `parseFloat(handicap)` → `parseFloat('+2.4') === 2.4`. A plus-handicap is stored as a positive 2.4-index.",C15-onboarding-plus-handicap-sign,C,autonomous,fix,'+2.4'->-2.4 parse; browser persists -2.4; SERIALIZE in onboarding chain after B15; vitest+tc/lint,done,#332
F131,LOW,Onboarding,onboarding,`player/page.tsx:84-110`,"`ensurePlayerRecord()` is called for **any** authenticated user who lands on `/golf/player`, including a coach. It creates an empty `golf_players` row (`onboarding_completed:false`) for them.",B15-onboarding-role-guards-suspense-avatar-resume,B,review-gated,fix,browser: /player Suspense clean build; coach->/player redirected NO golf_players row; player->/coach no golf_coaches row; avatar_url written; coach wizard resumes; outer catch deletes createdCoachId; integration+tc/lint,done,#332
F132,LOW,Player CoachHelm,player-coachhelm,"`FairwayPlayerCoachHelm.tsx:846-852,201-207`","`team_pct` (a 0–100 percentile rank, direction-normalized in the standing RPCs so higher = better) is rendered by `ordinalRank()` as a literal place (""82nd"") with the label ""team rank"" and a ""Best on the team"" chip at ≥90. A percentile of 82 means ""ahead of 82% of the team,"" not ""82nd place.""",B23-player-coachhelm-percentile-label,B,autonomous,fix,browser: '82nd pct'/'top 18%' + 'team percentile' label; SERIALIZE after B10 (HOT FairwayPlayerCoachHelm); render test+tc/lint,done,#331
F133,LOW,Player detail (coach),player-detail-coach,`FingerprintHero.tsx:167-178`,"Legacy ""Assign focus area"" links to `/golf/dashboard/development?player=${id}`, but the development page + client never read a `player` query param (`development/page.tsx`, `development-client.tsx` — no `searchParams`/`useSearchParams`).",C22-retire-orphaned-legacy-dead-code,C,autonomous,mixed,"F146 delete StrokesGainedSection+barrel export (knip green, retire-dead-code); F133/F148 skip-dormant (legacy flag-off); tc/lint",skip-dormant,—
F134,LOW,Player detail (coach),player-detail-coach,`player-fingerprint.ts:885-891` (`toPct`),"The fraction-vs-percent heuristic treats any value `<= 1.5` as a 0–1 fraction and multiplies by 100. The canonical calculator writes these as 0–100 (`golf-stats-calculator.ts:715-718`), so a legitimate low percentage (e.g. a 1% sand-save / one-putt rate) would be inflated to 100%.",C9-percent-topar-normalization,C,autonomous,fix,toPct(0.01)~1 (drop magnitude guess for 0-100 cols); toPar normalized to 18-hole basis; vitest+tc/lint,done,#330
F135,LOW,Player Dashboard + Hub,player-home,`src/app/golf/(dashboard)/dashboard/hub/page.tsx:192`,`requires_upload: false` is hardcoded; never read from a real column.,C21-player-hub-requires-upload-hardcode,C,autonomous,fix,read from real column (task/template data-model) not hardcoded false; folds w/ task model; SERIALIZE after B2 (task chain); tc/lint,done,#332
F136,LOW,My Game/Standing,player-profile-self,src/app/golf/(dashboard)/dashboard/my-standing/loading.tsx:6-26,"`loading.tsx` is styled in legacy tokens (`surface-stone`, `bg-white/70 backdrop-blur-xl ... shadow-glass`) and is NOT wrapped in the `.fairway-ds` scope. With the redesign flag on, the skeleton does not visually match the Fairway `StandingStrip` cards (`rounded-card border bg-surface shadow-soft`).",C8-self-surfaces-skeleton-crosslink,C,autonomous,fix,F136 fairwayScope matte skeleton; F137 Game Profile tab/cross-link in shell; tc/lint,done,#330
F137,LOW,My Game/Standing,player-profile-self,src/components/fairway/pages/coachhelm/CoachHelmSubNav.tsx:118-139,"The player CoachHelm sub-nav (Overview/Development/Standing) has no entry for My Game Profile (`/golf/dashboard/my-game-profile`), and `FairwayMyGameProfile` is not mounted inside `CoachHelmShell`. The two self-surfaces (genome vs standing) are not cross-linked in the same shell.",C8-self-surfaces-skeleton-crosslink,C,autonomous,fix,F136 fairwayScope matte skeleton; F137 Game Profile tab/cross-link in shell; tc/lint,done,#330
F138,LOW,Qualifiers (coach),qualifiers-coach,"`src/hooks/golf/use-qualifier-realtime.ts:39,29` + `QualifierLeaderboardRealtime.tsx:29`","Hook types `num_rounds`/`holes_per_round` as optional cols and reads `qualifier?.num_rounds`, but these columns do NOT exist on `golf_qualifiers` (verified live DB). Always `undefined` → falls back to prop `numRounds=1`.",B38-qualifier-coach-status-lifecycle,B,review-gated,fix,browser: wire updateQualifierStatus to coach control or auto-transition on round submit; realtime num_rounds/holes_per_round honest (cols dont exist->prop fallback); HOT golf.ts; vitest+tc/lint,done,#332
F139,LOW,Qualifiers (coach),qualifiers-coach,`src/app/golf/(dashboard)/dashboard/qualifiers/[id]/QualifierRoundBreakdown.tsx:39-40` + `[id]/page.tsx:352`,"Legacy (flag-off) coach breakdown renders an all-dash table whenever `sortedBreakdown.length > 0` (true when entries exist but zero rounds posted), instead of an empty state. The Fairway path already fixes this (`FairwayQualifierDetail.tsx:288-298`).",C20-qualifier-coach-legacy-display-nits,C,autonomous,skip-dormant,legacy flag-off only -> skip-dormant (Fairway path already correct); vitest render guard if touched; tc/lint,skip-dormant,—
F140,LOW,Qualifiers (coach),qualifiers-coach,"`src/app/golf/(dashboard)/dashboard/qualifiers/new/new-qualifier-client.tsx:228-241,258-282`","Legacy (flag-off) form uses `<Button variant=""primary"">` for player tiles and Select-All/Clear; the primary variant injects `bg-primary-600 text-white shadow-sm hover:-translate-y-0.5` ahead of the intended cream/conditional classes. twMerge keeps the trailing bg/text but variant hover/shadow/scale still apply.",C20-qualifier-coach-legacy-display-nits,C,autonomous,skip-dormant,legacy flag-off only -> skip-dormant (Fairway path already correct); vitest render guard if touched; tc/lint,skip-dormant,—
F141,LOW,Recruiting HQ,recruiting-hq,"src/app/golf/actions/recruit-documents.ts:218,279","`uploadRecruitDocument` / `deleteRecruitDocument` call `revalidatePath('/golf/dashboard/recruiting')`, but the document panel is a client component that re-fetches via `getRecruitDocuments` + local `load()` (FairwayRecruitDocuments.tsx:125,158). The revalidate has no observable effect (the page's recruit list doesn't show doc counts), so it is dead work.",B37-recruiting-hq-bodysize-popup-revalidate,B,review-gated,fix,browser: upload 2-25MB doc succeeds (raise bodySizeLimit OR signed upload); download opens in user-gesture; drop dead revalidatePath; tc/lint,done,#331
F142,LOW,Roster,roster,`src/app/golf/(dashboard)/dashboard/roster/[id]/page.tsx:101`,"An authenticated PLAYER who navigates to `/golf/dashboard/roster/[id]` (a teammate detail) is `redirect('/golf/login')`. The login page (`(auth)/login/page.tsx:57-63`) detects the live session and bounces to `/golf/welcome?next=/golf/dashboard`. No loop, but a logged-in player gets a confusing login→welcome→dashboard bounce instead of a clean redirect. The player roster only links teammates via Message, so this is mostly direct-URL reachable.",C18-roster-navigation-ux,C,autonomous,fix,F142 player -> clean /golf/dashboard redirect (was login bounce); F143 rename kebab 'AI Insights'; tc/lint,done,#332
F143,LOW,Roster,roster,`src/components/fairway/pages/roster/FairwayPlayerCard.tsx:121` vs `FairwayPlayerActionsMenu.tsx:157`,"The same Fairway coach roster card has TWO different ""view this player"" destinations: the primary ""View player"" CTA → `/golf/dashboard/roster/${id}` (identity + stats cockpit), while the kebab ""View Profile"" → `/golf/dashboard/players/${id}` (AI insight: patterns/insights/predictions). Both routes exist and are valid, but they are different pages with no cross-link, so ""View player"" and ""View Profile"" silently diverge.",C18-roster-navigation-ux,C,autonomous,fix,F142 player -> clean /golf/dashboard redirect (was login bounce); F143 rename kebab 'AI Insights'; tc/lint,done,#332
F144,LOW,Round create/continue,round-create,"src/app/golf/(dashboard)/dashboard/rounds/new/new-round-client.tsx:106,1779-1820","The ""Round in Progress / Continue Round / Start Fresh"" resume prompt (and the redesign resume gate at 1671-1683) is unreachable — `setShowResumePrompt(true)` is never called.",C10-round-flow-dead-ui-unload-guard,C,autonomous,fix,F144 delete dead resume prompt (resume lives on /rounds) OR re-enable; F145 gate beforeunload on unsaved changes; tc/lint,done,#330
F145,LOW,Round create/continue,round-create,src/app/golf/(dashboard)/dashboard/rounds/continue/[id]/continue-round-client.tsx:260-263,"`handleBeforeUnload` always `preventDefault()`s / sets `returnValue`, with no ""has unsaved changes"" guard (unlike the new-round client at 364-369).",C10-round-flow-dead-ui-unload-guard,C,autonomous,fix,F144 delete dead resume prompt (resume lives on /rounds) OR re-enable; F145 gate beforeunload on unsaved changes; tc/lint,done,#330
F146,LOW,Round Review,round-review,src/components/golf/coachhelm/round-review/StrokesGainedSection.tsx:16,`StrokesGainedSection` (Broadie off-tee/approach/around-green/putting SG bars) is imported by nothing in the codebase — orphaned component.,C22-retire-orphaned-legacy-dead-code,C,autonomous,mixed,"F146 delete StrokesGainedSection+barrel export (knip green, retire-dead-code); F133/F148 skip-dormant (legacy flag-off); tc/lint",done,#331
F147,LOW,Rounds list,rounds-list,page.tsx:111-117 vs golf_rounds RLS (migration 20260527000000_prod_public_baseline.sql:19517-19523),Coach query filters by `player_id IN (teamPlayerIds)` but the `golf_rounds` SELECT RLS for a coach is keyed on `team_id IS NOT NULL AND is_golf_team_coach(team_id)`. A round saved with `team_id = NULL` (column is nullable; `getPlayerTeamId` returns null when the player has no **active** membership — golf.ts:523-535) is invisible to the coach even though the app asked for it by player_id.,A9-rounds-team-id-backfill (OPTIONAL) / B-rounds code,A,review-gated,fix,Root=WRITE path (golf.ts getPlayerTeamId null for non-active members); do NOT loosen RLS (cross-team leak); fix=carry team_id on round write (code) + optional one-off backfill migration if owner elects; RLS test confirms no cross-team leak; tc/lint/vitest,done,#332
F148,LOW,Rounds list,rounds-list,"RoundLibraryClient.tsx:225, page.tsx:225","**Legacy path only (dormant).** When the redesign flag is OFF, the `LargeTitleHeader` subtitle (`${rounds.length} rounds recorded`) and hero (`stats.totalRounds`) both display the capped count (max 50) with no ""most recent 50"" qualifier — the Fairway path fixes this (FairwayRoundsLibrary.tsx:275).",C22-retire-orphaned-legacy-dead-code,C,autonomous,mixed,"F146 delete StrokesGainedSection+barrel export (knip green, retire-dead-code); F133/F148 skip-dormant (legacy flag-off); tc/lint",done,#331
F149,LOW,Settings + Notifications,settings-core,src/app/actions/notification-preferences.ts:45,`updateNotificationPreferences` reads current prefs with `.single()` (read path was deliberately switched to `.maybeSingle()` at `:92` with an orphaned-user comment); the write path was not. Error is unchecked.,B3-notification-delivery-consolidation,B,review-gated,fix,browser: coach Notifications panel persists to users.notification_preferences; palette no dead-end; delivery-gate test off->no send; defaults aligned; .maybeSingle() on write read; no anon grant; orphaned golf_player_notification_state left in place; HOT FairwaySettingsGeneral; tc/lint/vitest,done,#332
F150,LOW,Settings + Notifications,settings-core,src/components/fairway/pages/settings/FairwaySettingsGeneral.tsx:1163-1176,`organizations_update_own` RLS checks `golf_coaches.organization_id = organizations.id` for the auth user. A program head editing a toggled ACTIVE team whose org differs from their own `organization_id` would have the org update silently rejected (error thrown → toast) after the team-name update already succeeded.,B16-settings-resilience-distance-units-multiorg,B,autonomous,fix,browser: failed profile fetch -> error+Retry (was infinite skeleton); Distance Units panel persists; cross-org team-settings save gated (no half-apply); no new RLS; HOT FairwaySettingsGeneral; tc/lint/vitest,done,#332
F151,LOW,Stats (personal),stats-personal,"`src/app/golf/actions/stats-data.ts:1426,1432` + `src/components/fairway/pages/coachhelm/FairwayStatsCockpit.tsx:2280,2296`","In `getTrendAnalysis`, `RoundTrendData.score` is normalized to an 18-hole equivalent (`total_score * 18/holes_played`) but `RoundTrendData.toPar` is the **raw** `score_to_par` (not normalized). `RecentRounds` renders the normalized score in the badge and the raw to-par in the chip (and uses raw to-par to pick the badge color). For a 9-hole round the two don't reconcile (e.g. badge ""76"" next to chip ""+2""). Affects BOTH the player view and the coach roster drill-down (shared cockpit body).",C9-percent-topar-normalization,C,autonomous,fix,toPct(0.01)~1 (drop magnitude guess for 0-100 cols); toPar normalized to 18-hole basis; vitest+tc/lint,done,#330
F152,LOW,Tasks,tasks,"src/app/golf/actions/tasks.ts:185 (`uncompleteTask`), :239 (`getPlayerTasks`), :331 (`getTaskCompletionStatus`)",These golf actions are not imported by any golf/fairway UI (grep confirms zero callers),C23-tasks-dead-code-retire-reminder-cron,C,review-gated,mixed,"F152 delete 3 zero-caller actions (retire-dead-code); F034 retire legacy TaskCard fork (gated deletion); F092/93/94 new cron (golf_tasks.reminder_at, recipients via golf_players.user_id)+delete broken task-reminders.ts queue; HOT tasks.ts serialize after B2; vitest+tc/lint",done,#332
F153,LOW,Team Hub/Info,team-hub-and-info,"`src/app/golf/(dashboard)/dashboard/team/page.tsx:115-119, 146-159`","Player team-member lookup and roster query do NOT filter `golf_team_members.status='active'`; the roster query returns every member regardless of status, and the membership lookup uses `.maybeSingle()` with no status filter.",B4-roster-active-status-filters (+A4),B,review-gated,mixed,"browser: ghost pending/removed members no longer render/count on roster/team/team-hub; add .in(status active,inactive)/.eq(status active); HOT golf.ts; vitest+tc/lint",done,#332
